Assembly Accession	Assembly-unit accession	Chromosome name	GC Count	GC Percent	GenBank seq accession	Molecule type	Ordering	RefSeq seq accession	Role	Seq length	UCSC style name	Unlocalized Count	Sequence name
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115456.1	Chromosome		NW_018394919.1	alt-scaffold	288817	chr14_KZ115456v1_alt		ALT_CTG14_1_29
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115457.1	Chromosome		NW_018394920.1	alt-scaffold	190328	chr14_KZ115457v1_alt		ALT_CTG14_1_30
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115458.1	Chromosome		NW_018394921.1	alt-scaffold	432035	chr14_KZ115458v1_alt		ALT_CTG14_1_31
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115459.1	Chromosome		NW_018394922.1	alt-scaffold	209046	chr14_KZ115459v1_alt		ALT_CTG14_1_32
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115460.1	Chromosome		NW_018394923.1	alt-scaffold	313967	chr14_KZ115460v1_alt		ALT_CTG14_1_33
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115461.1	Chromosome		NW_018394924.1	alt-scaffold	348904	chr14_KZ115461v1_alt		ALT_CTG14_1_34
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115462.1	Chromosome		NW_018394925.1	alt-scaffold	503229	chr14_KZ115462v1_alt		ALT_CTG14_1_35
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115463.1	Chromosome		NW_018394926.1	alt-scaffold	167774	chr14_KZ115463v1_alt		ALT_CTG14_1_36
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115464.1	Chromosome		NW_018394927.1	alt-scaffold	380754	chr14_KZ115464v1_alt		ALT_CTG14_1_37
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115465.1	Chromosome		NW_018394928.1	alt-scaffold	340306	chr14_KZ115465v1_alt		ALT_CTG14_1_38
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115466.1	Chromosome		NW_018394929.1	alt-scaffold	286675	chr14_KZ115466v1_alt		ALT_CTG14_1_39
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115467.1	Chromosome		NW_018394930.1	alt-scaffold	318922	chr14_KZ115467v1_alt		ALT_CTG14_1_40
GCF_000002035.6	ALT_DRER_TU_1	14			KZ115468.1	Chromosome		NW_018394931.1	alt-scaffold	182471	chr14_KZ115468v1_alt		ALT_CTG14_1_41
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115469.1	Chromosome		NW_018394932.1	alt-scaffold	253072	chr15_KZ115469v1_alt		ALT_CTG15_1_1
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115470.1	Chromosome		NW_018394933.1	alt-scaffold	193844	chr15_KZ115470v1_alt		ALT_CTG15_1_2
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115471.1	Chromosome		NW_018394934.1	alt-scaffold	382146	chr15_KZ115471v1_alt		ALT_CTG15_1_3
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115472.1	Chromosome		NW_018394935.1	alt-scaffold	208964	chr15_KZ115472v1_alt		ALT_CTG15_1_4
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115473.1	Chromosome		NW_018394936.1	alt-scaffold	152287	chr15_KZ115473v1_alt		ALT_CTG15_1_5
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115474.1	Chromosome		NW_018394937.1	alt-scaffold	199297	chr15_KZ115474v1_alt		ALT_CTG15_1_6
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115475.1	Chromosome		NW_018394938.1	alt-scaffold	187915	chr15_KZ115475v1_alt		ALT_CTG15_1_7
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115476.1	Chromosome		NW_018394939.1	alt-scaffold	204280	chr15_KZ115476v1_alt		ALT_CTG15_1_8
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115477.1	Chromosome		NW_018394940.1	alt-scaffold	254313	chr15_KZ115477v1_alt		ALT_CTG15_1_9
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115478.1	Chromosome		NW_018394941.1	alt-scaffold	310817	chr15_KZ115478v1_alt		ALT_CTG15_1_10
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115479.1	Chromosome		NW_018394942.1	alt-scaffold	276620	chr15_KZ115479v1_alt		ALT_CTG15_1_11
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115480.1	Chromosome		NW_018394943.1	alt-scaffold	325154	chr15_KZ115480v1_alt		ALT_CTG15_1_12
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115481.1	Chromosome		NW_018394944.1	alt-scaffold	392972	chr15_KZ115481v1_alt		ALT_CTG15_1_13
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115482.1	Chromosome		NW_018394945.1	alt-scaffold	451661	chr15_KZ115482v1_alt		ALT_CTG15_1_14
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115483.1	Chromosome		NW_018394946.1	alt-scaffold	579432	chr15_KZ115483v1_alt		ALT_CTG15_1_15
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115484.1	Chromosome		NW_018394947.1	alt-scaffold	616551	chr15_KZ115484v1_alt		ALT_CTG15_1_16
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115485.1	Chromosome		NW_018394948.1	alt-scaffold	205829	chr15_KZ115485v1_alt		ALT_CTG15_1_17
GCF_000002035.6	ALT_DRER_TU_1	15			KZ115486.1	Chromosome		NW_018394949.1	alt-scaffold	404091	chr15_KZ115486v1_alt		ALT_CTG15_1_18
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115487.1	Chromosome		NW_018394950.1	alt-scaffold	292136	chr16_KZ115487v1_alt		ALT_CTG16_1_1
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115488.1	Chromosome		NW_018394951.1	alt-scaffold	356290	chr16_KZ115488v1_alt		ALT_CTG16_1_2
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115489.1	Chromosome		NW_018394952.1	alt-scaffold	179144	chr16_KZ115489v1_alt		ALT_CTG16_1_3
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115490.1	Chromosome		NW_018394953.1	alt-scaffold	192534	chr16_KZ115490v1_alt		ALT_CTG16_1_4
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115491.1	Chromosome		NW_018394954.1	alt-scaffold	115276	chr16_KZ115491v1_alt		ALT_CTG16_1_5
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115492.1	Chromosome		NW_018394955.1	alt-scaffold	261552	chr16_KZ115492v1_alt		ALT_CTG16_1_6
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115493.1	Chromosome		NW_018394956.1	alt-scaffold	289658	chr16_KZ115493v1_alt		ALT_CTG16_1_7
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115494.1	Chromosome		NW_018394957.1	alt-scaffold	457980	chr16_KZ115494v1_alt		ALT_CTG16_1_8
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115495.1	Chromosome		NW_018394958.1	alt-scaffold	186301	chr16_KZ115495v1_alt		ALT_CTG16_1_9
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115496.1	Chromosome		NW_018394959.1	alt-scaffold	238178	chr16_KZ115496v1_alt		ALT_CTG16_1_10
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115497.1	Chromosome		NW_018394960.1	alt-scaffold	243176	chr16_KZ115497v1_alt		ALT_CTG16_1_11
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115498.1	Chromosome		NW_018394961.1	alt-scaffold	345561	chr16_KZ115498v1_alt		ALT_CTG16_1_12
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115499.1	Chromosome		NW_018394962.1	alt-scaffold	351093	chr16_KZ115499v1_alt		ALT_CTG16_1_13
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115500.1	Chromosome		NW_018394963.1	alt-scaffold	181814	chr16_KZ115500v1_alt		ALT_CTG16_1_14
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115501.1	Chromosome		NW_018394964.1	alt-scaffold	348207	chr16_KZ115501v1_alt		ALT_CTG16_1_15
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115502.1	Chromosome		NW_018394965.1	alt-scaffold	434844	chr16_KZ115502v1_alt		ALT_CTG16_1_16
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115503.1	Chromosome		NW_018394966.1	alt-scaffold	291646	chr16_KZ115503v1_alt		ALT_CTG16_1_17
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115504.1	Chromosome		NW_018394967.1	alt-scaffold	422286	chr16_KZ115504v1_alt		ALT_CTG16_1_18
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115505.1	Chromosome		NW_018394968.1	alt-scaffold	252757	chr16_KZ115505v1_alt		ALT_CTG16_1_19
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115506.1	Chromosome		NW_018394969.1	alt-scaffold	276878	chr16_KZ115506v1_alt		ALT_CTG16_1_20
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115507.1	Chromosome		NW_018394970.1	alt-scaffold	528292	chr16_KZ115507v1_alt		ALT_CTG16_1_21
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115508.1	Chromosome		NW_018394971.1	alt-scaffold	166990	chr16_KZ115508v1_alt		ALT_CTG16_1_22
GCF_000002035.6	ALT_DRER_TU_1	16			KZ115509.1	Chromosome		NW_018394972.1	alt-scaffold	243178	chr16_KZ115509v1_alt		ALT_CTG16_1_23
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115510.1	Chromosome		NW_018394973.1	alt-scaffold	279252	chr17_KZ115510v1_alt		ALT_CTG17_1_1
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115511.1	Chromosome		NW_018394974.1	alt-scaffold	313894	chr17_KZ115511v1_alt		ALT_CTG17_1_2
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115512.1	Chromosome		NW_018394975.1	alt-scaffold	215242	chr17_KZ115512v1_alt		ALT_CTG17_1_3
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115513.1	Chromosome		NW_018394976.1	alt-scaffold	262788	chr17_KZ115513v1_alt		ALT_CTG17_1_4
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115514.1	Chromosome		NW_018394977.1	alt-scaffold	304849	chr17_KZ115514v1_alt		ALT_CTG17_1_5
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115515.1	Chromosome		NW_018394978.1	alt-scaffold	299012	chr17_KZ115515v1_alt		ALT_CTG17_1_6
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115516.1	Chromosome		NW_018394979.1	alt-scaffold	410139	chr17_KZ115516v1_alt		ALT_CTG17_1_7
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115517.1	Chromosome		NW_018394980.1	alt-scaffold	321972	chr17_KZ115517v1_alt		ALT_CTG17_1_8
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115518.1	Chromosome		NW_018394981.1	alt-scaffold	394180	chr17_KZ115518v1_alt		ALT_CTG17_1_9
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115519.1	Chromosome		NW_018394982.1	alt-scaffold	217339	chr17_KZ115519v1_alt		ALT_CTG17_1_10
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115520.1	Chromosome		NW_018394983.1	alt-scaffold	273719	chr17_KZ115520v1_alt		ALT_CTG17_1_11
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115521.1	Chromosome		NW_018394984.1	alt-scaffold	250209	chr17_KZ115521v1_alt		ALT_CTG17_1_12
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115522.1	Chromosome		NW_018394985.1	alt-scaffold	310288	chr17_KZ115522v1_alt		ALT_CTG17_1_13
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115523.1	Chromosome		NW_018394986.1	alt-scaffold	576670	chr17_KZ115523v1_alt		ALT_CTG17_1_14
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115524.1	Chromosome		NW_018394987.1	alt-scaffold	307559	chr17_KZ115524v1_alt		ALT_CTG17_1_15
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115525.1	Chromosome		NW_018394988.1	alt-scaffold	593468	chr17_KZ115525v1_alt		ALT_CTG17_1_16
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115526.1	Chromosome		NW_018394989.1	alt-scaffold	268222	chr17_KZ115526v1_alt		ALT_CTG17_1_17
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115527.1	Chromosome		NW_018394990.1	alt-scaffold	293401	chr17_KZ115527v1_alt		ALT_CTG17_1_18
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115528.1	Chromosome		NW_018394991.1	alt-scaffold	326300	chr17_KZ115528v1_alt		ALT_CTG17_1_19
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115529.1	Chromosome		NW_018394992.1	alt-scaffold	408240	chr17_KZ115529v1_alt		ALT_CTG17_1_20
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115530.1	Chromosome		NW_018394993.1	alt-scaffold	364908	chr17_KZ115530v1_alt		ALT_CTG17_1_21
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115531.1	Chromosome		NW_018394994.1	alt-scaffold	304346	chr17_KZ115531v1_alt		ALT_CTG17_1_22
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115532.1	Chromosome		NW_018394995.1	alt-scaffold	567316	chr17_KZ115532v1_alt		ALT_CTG17_1_23
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115533.1	Chromosome		NW_018394996.1	alt-scaffold	272427	chr17_KZ115533v1_alt		ALT_CTG17_1_24
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115534.1	Chromosome		NW_018394997.1	alt-scaffold	532793	chr17_KZ115534v1_alt		ALT_CTG17_1_25
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115535.1	Chromosome		NW_018394998.1	alt-scaffold	407078	chr17_KZ115535v1_alt		ALT_CTG17_1_26
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115536.1	Chromosome		NW_018394999.1	alt-scaffold	208907	chr17_KZ115536v1_alt		ALT_CTG17_1_27
GCF_000002035.6	ALT_DRER_TU_1	17			KZ115537.1	Chromosome		NW_018395000.1	alt-scaffold	241347	chr17_KZ115537v1_alt		ALT_CTG17_1_28
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115538.1	Chromosome		NW_018395001.1	alt-scaffold	268743	chr18_KZ115538v1_alt		ALT_CTG18_1_1
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115539.1	Chromosome		NW_018395002.1	alt-scaffold	190152	chr18_KZ115539v1_alt		ALT_CTG18_1_2
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115540.1	Chromosome		NW_018395003.1	alt-scaffold	365608	chr18_KZ115540v1_alt		ALT_CTG18_1_3
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115541.1	Chromosome		NW_018395004.1	alt-scaffold	165062	chr18_KZ115541v1_alt		ALT_CTG18_1_4
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115542.1	Chromosome		NW_018395005.1	alt-scaffold	396672	chr18_KZ115542v1_alt		ALT_CTG18_1_5
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115543.1	Chromosome		NW_018395006.1	alt-scaffold	335599	chr18_KZ115543v1_alt		ALT_CTG18_1_6
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115544.1	Chromosome		NW_018395007.1	alt-scaffold	316147	chr18_KZ115544v1_alt		ALT_CTG18_1_7
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115545.1	Chromosome		NW_018395008.1	alt-scaffold	196552	chr18_KZ115545v1_alt		ALT_CTG18_1_8
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115546.1	Chromosome		NW_018395009.1	alt-scaffold	229368	chr18_KZ115546v1_alt		ALT_CTG18_1_9
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115547.1	Chromosome		NW_018395010.1	alt-scaffold	309897	chr18_KZ115547v1_alt		ALT_CTG18_1_10
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115548.1	Chromosome		NW_018395011.1	alt-scaffold	191916	chr18_KZ115548v1_alt		ALT_CTG18_1_11
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115549.1	Chromosome		NW_018395012.1	alt-scaffold	186389	chr18_KZ115549v1_alt		ALT_CTG18_1_12
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115550.1	Chromosome		NW_018395013.1	alt-scaffold	212662	chr18_KZ115550v1_alt		ALT_CTG18_1_13
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115551.1	Chromosome		NW_018395014.1	alt-scaffold	545038	chr18_KZ115551v1_alt		ALT_CTG18_1_14
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115552.1	Chromosome		NW_018395015.1	alt-scaffold	452972	chr18_KZ115552v1_alt		ALT_CTG18_1_15
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115553.1	Chromosome		NW_018395016.1	alt-scaffold	221110	chr18_KZ115553v1_alt		ALT_CTG18_1_16
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115554.1	Chromosome		NW_018395017.1	alt-scaffold	659050	chr18_KZ115554v1_alt		ALT_CTG18_1_17
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115555.1	Chromosome		NW_018395018.1	alt-scaffold	458788	chr18_KZ115555v1_alt		ALT_CTG18_1_18
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115556.1	Chromosome		NW_018395019.1	alt-scaffold	424313	chr18_KZ115556v1_alt		ALT_CTG18_1_19
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115557.1	Chromosome		NW_018395020.1	alt-scaffold	658146	chr18_KZ115557v1_alt		ALT_CTG18_1_20
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115558.1	Chromosome		NW_018395021.1	alt-scaffold	341731	chr18_KZ115558v1_alt		ALT_CTG18_1_21
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115559.1	Chromosome		NW_018395022.1	alt-scaffold	615275	chr18_KZ115559v1_alt		ALT_CTG18_1_22
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115560.1	Chromosome		NW_018395023.1	alt-scaffold	360995	chr18_KZ115560v1_alt		ALT_CTG18_1_23
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115561.1	Chromosome		NW_018395024.1	alt-scaffold	334391	chr18_KZ115561v1_alt		ALT_CTG18_1_24
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115562.1	Chromosome		NW_018395025.1	alt-scaffold	353463	chr18_KZ115562v1_alt		ALT_CTG18_1_25
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115563.1	Chromosome		NW_018395026.1	alt-scaffold	229721	chr18_KZ115563v1_alt		ALT_CTG18_1_26
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115564.1	Chromosome		NW_018395027.1	alt-scaffold	431433	chr18_KZ115564v1_alt		ALT_CTG18_1_27
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115565.1	Chromosome		NW_018395028.1	alt-scaffold	287802	chr18_KZ115565v1_alt		ALT_CTG18_1_28
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115566.1	Chromosome		NW_018395029.1	alt-scaffold	301292	chr18_KZ115566v1_alt		ALT_CTG18_1_29
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115567.1	Chromosome		NW_018395030.1	alt-scaffold	302625	chr18_KZ115567v1_alt		ALT_CTG18_1_30
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115568.1	Chromosome		NW_018395031.1	alt-scaffold	423445	chr18_KZ115568v1_alt		ALT_CTG18_1_31
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115569.1	Chromosome		NW_018395032.1	alt-scaffold	237175	chr18_KZ115569v1_alt		ALT_CTG18_1_32
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115570.1	Chromosome		NW_018395033.1	alt-scaffold	335505	chr18_KZ115570v1_alt		ALT_CTG18_1_33
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115571.1	Chromosome		NW_018395034.1	alt-scaffold	214726	chr18_KZ115571v1_alt		ALT_CTG18_1_34
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115572.1	Chromosome		NW_018395035.1	alt-scaffold	265212	chr18_KZ115572v1_alt		ALT_CTG18_1_35
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115573.1	Chromosome		NW_018395036.1	alt-scaffold	527855	chr18_KZ115573v1_alt		ALT_CTG18_1_36
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115574.1	Chromosome		NW_018395037.1	alt-scaffold	338615	chr18_KZ115574v1_alt		ALT_CTG18_1_37
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115575.1	Chromosome		NW_018395038.1	alt-scaffold	141539	chr18_KZ115575v1_alt		ALT_CTG18_1_38
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115576.1	Chromosome		NW_018395039.1	alt-scaffold	217517	chr18_KZ115576v1_alt		ALT_CTG18_1_39
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115577.1	Chromosome		NW_018395040.1	alt-scaffold	293382	chr18_KZ115577v1_alt		ALT_CTG18_1_40
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115578.1	Chromosome		NW_018395041.1	alt-scaffold	311281	chr18_KZ115578v1_alt		ALT_CTG18_1_41
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115579.1	Chromosome		NW_018395042.1	alt-scaffold	451466	chr18_KZ115579v1_alt		ALT_CTG18_1_42
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115580.1	Chromosome		NW_018395043.1	alt-scaffold	265039	chr18_KZ115580v1_alt		ALT_CTG18_1_43
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115581.1	Chromosome		NW_018395044.1	alt-scaffold	344932	chr18_KZ115581v1_alt		ALT_CTG18_1_44
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115582.1	Chromosome		NW_018395045.1	alt-scaffold	300951	chr18_KZ115582v1_alt		ALT_CTG18_1_45
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115583.1	Chromosome		NW_018395046.1	alt-scaffold	277214	chr18_KZ115583v1_alt		ALT_CTG18_1_46
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115584.1	Chromosome		NW_018395047.1	alt-scaffold	244826	chr18_KZ115584v1_alt		ALT_CTG18_1_47
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115585.1	Chromosome		NW_018395048.1	alt-scaffold	194058	chr18_KZ115585v1_alt		ALT_CTG18_1_48
GCF_000002035.6	ALT_DRER_TU_1	18			KZ115586.1	Chromosome		NW_018395049.1	alt-scaffold	261955	chr18_KZ115586v1_alt		ALT_CTG18_1_49
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115587.1	Chromosome		NW_018395050.1	alt-scaffold	267719	chr19_KZ115587v1_alt		ALT_CTG19_1_1
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115588.1	Chromosome		NW_018395051.1	alt-scaffold	209995	chr19_KZ115588v1_alt		ALT_CTG19_1_2
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115589.1	Chromosome		NW_018395052.1	alt-scaffold	670230	chr19_KZ115589v1_alt		ALT_CTG19_1_3
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115590.1	Chromosome		NW_018395053.1	alt-scaffold	270176	chr19_KZ115590v1_alt		ALT_CTG19_1_4
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115591.1	Chromosome		NW_018395054.1	alt-scaffold	230187	chr19_KZ115591v1_alt		ALT_CTG19_1_5
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115592.1	Chromosome		NW_018395055.1	alt-scaffold	316524	chr19_KZ115592v1_alt		ALT_CTG19_1_6
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115593.1	Chromosome		NW_018395056.1	alt-scaffold	338889	chr19_KZ115593v1_alt		ALT_CTG19_1_7
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115594.1	Chromosome		NW_018395057.1	alt-scaffold	232616	chr19_KZ115594v1_alt		ALT_CTG19_1_8
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115595.1	Chromosome		NW_018395058.1	alt-scaffold	206993	chr19_KZ115595v1_alt		ALT_CTG19_1_9
GCF_000002035.6	ALT_DRER_TU_1	19			KZ115596.1	Chromosome		NW_018395059.1	alt-scaffold	311346	chr19_KZ115596v1_alt		ALT_CTG19_1_10
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115597.1	Chromosome		NW_018395060.1	alt-scaffold	214249	chr20_KZ115597v1_alt		ALT_CTG20_1_1
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115598.1	Chromosome		NW_018395061.1	alt-scaffold	191003	chr20_KZ115598v1_alt		ALT_CTG20_1_2
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115599.1	Chromosome		NW_018395062.1	alt-scaffold	374368	chr20_KZ115599v1_alt		ALT_CTG20_1_3
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115600.1	Chromosome		NW_018395063.1	alt-scaffold	406575	chr20_KZ115600v1_alt		ALT_CTG20_1_4
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115601.1	Chromosome		NW_018395064.1	alt-scaffold	197156	chr20_KZ115601v1_alt		ALT_CTG20_1_5
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115602.1	Chromosome		NW_018395065.1	alt-scaffold	209623	chr20_KZ115602v1_alt		ALT_CTG20_1_6
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115603.1	Chromosome		NW_018395066.1	alt-scaffold	234239	chr20_KZ115603v1_alt		ALT_CTG20_1_7
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115604.1	Chromosome		NW_018395067.1	alt-scaffold	271627	chr20_KZ115604v1_alt		ALT_CTG20_1_8
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115605.1	Chromosome		NW_018395068.1	alt-scaffold	336822	chr20_KZ115605v1_alt		ALT_CTG20_1_9
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115606.1	Chromosome		NW_018395069.1	alt-scaffold	352803	chr20_KZ115606v1_alt		ALT_CTG20_1_10
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115607.1	Chromosome		NW_018395070.1	alt-scaffold	362523	chr20_KZ115607v1_alt		ALT_CTG20_1_11
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115608.1	Chromosome		NW_018395071.1	alt-scaffold	240083	chr20_KZ115608v1_alt		ALT_CTG20_1_12
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115609.1	Chromosome		NW_018395072.1	alt-scaffold	242231	chr20_KZ115609v1_alt		ALT_CTG20_1_13
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115610.1	Chromosome		NW_018395073.1	alt-scaffold	285853	chr20_KZ115610v1_alt		ALT_CTG20_1_14
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115611.1	Chromosome		NW_018395074.1	alt-scaffold	770119	chr20_KZ115611v1_alt		ALT_CTG20_1_15
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115612.1	Chromosome		NW_018395075.1	alt-scaffold	402394	chr20_KZ115612v1_alt		ALT_CTG20_1_16
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115613.1	Chromosome		NW_018395076.1	alt-scaffold	355423	chr20_KZ115613v1_alt		ALT_CTG20_1_18
GCF_000002035.6	ALT_DRER_TU_1	20			KZ115614.1	Chromosome		NW_018395077.1	alt-scaffold	268660	chr20_KZ115614v1_alt		ALT_CTG20_1_19
