piRNA_Name,Transposable_Element,Start_Position,Mapping_Quality,Match_Count,Insertion_Count,Deletion_Count,Alignment_Identity,Orientation
Drer_1623549,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1503,37,26,0,0,1.0,Reverse
Drer_1623554,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1503,37,26,0,0,1.0,Reverse
Drer_1708989,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1503,37,25,0,0,1.0,Reverse
Drer_1708995,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1503,37,25,0,0,1.0,Reverse
Drer_1782221,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1503,37,23,0,0,1.0,Reverse
Drer_541333,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,26,0,0,1.0,Reverse
Drer_813248,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,18,0,0,1.0,Reverse
Drer_1338405,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,27,0,0,1.0,Reverse
Drer_1338410,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,27,0,0,1.0,Reverse
Drer_1623548,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,25,0,0,1.0,Reverse
Drer_1623553,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,25,0,0,1.0,Reverse
Drer_1782214,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,22,0,0,1.0,Reverse
Drer_1782220,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1504,37,22,0,0,1.0,Reverse
Drer_284178,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,18,0,0,1.0,Reverse
Drer_541328,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,25,0,0,1.0,Reverse
Drer_541332,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,25,0,0,1.0,Reverse
Drer_1338409,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,26,0,0,1.0,Reverse
Drer_1623547,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,24,0,0,1.0,Reverse
Drer_1623552,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,24,0,0,1.0,Reverse
Drer_1708994,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1505,37,23,0,0,1.0,Reverse
Drer_1338404,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1506,37,25,0,0,1.0,Reverse
Drer_1623546,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1506,37,23,0,0,1.0,Reverse
Drer_1849129,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1506,37,28,0,0,1.0,Reverse
Drer_1849130,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1506,37,28,0,0,1.0,Reverse
Drer_1710476,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1508,37,28,0,0,1.0,Reverse
Drer_1849128,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1508,37,26,0,0,1.0,Reverse
Drer_1710475,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1509,37,27,0,0,1.0,Reverse
Drer_1849127,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1509,37,25,0,0,1.0,Reverse
Drer_1629458,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1510,37,31,0,0,1.0,Reverse
Drer_1849126,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1510,37,24,0,0,1.0,Reverse
Drer_1730055,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1511,37,29,0,0,1.0,Reverse
Drer_1730060,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1511,37,29,0,0,1.0,Reverse
Drer_1730054,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1512,37,28,0,0,1.0,Reverse
Drer_1730059,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1512,37,28,0,0,1.0,Reverse
Drer_1586802,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,29,0,0,1.0,Forward
Drer_541327,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,17,0,0,1.0,Reverse
Drer_1623545,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,16,0,0,1.0,Reverse
Drer_1629457,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,28,0,0,1.0,Reverse
Drer_1629460,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,28,0,0,1.0,Reverse
Drer_1730053,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,27,0,0,1.0,Reverse
Drer_1730058,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1513,37,27,0,0,1.0,Reverse
Drer_1629456,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1514,37,27,0,0,1.0,Reverse
Drer_1629459,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1514,37,27,0,0,1.0,Reverse
Drer_1849125,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1514,37,20,0,0,1.0,Reverse
Drer_1032960,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1515,37,24,0,0,1.0,Forward
Drer_1032961,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1515,37,25,0,0,1.0,Forward
Drer_1032962,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1515,37,26,0,0,1.0,Forward
Drer_1032963,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1515,37,27,0,0,1.0,Forward
Drer_1032964,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1515,37,28,0,0,1.0,Forward
Drer_1032965,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1515,37,30,0,0,1.0,Forward
Drer_1849124,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1517,37,17,0,0,1.0,Reverse
Drer_1730056,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1523,37,17,0,0,1.0,Reverse
Drer_759184,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1524,37,20,0,0,1.0,Forward
Drer_759185,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1524,37,23,0,0,1.0,Forward
Drer_1664337,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1524,37,21,0,0,1.0,Reverse
Drer_1615828,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1525,37,21,0,0,1.0,Reverse
Drer_1664336,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1528,37,17,0,0,1.0,Reverse
Drer_1726105,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1545,37,22,0,0,1.0,Reverse
Drer_1608801,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1546,37,23,0,0,1.0,Reverse
Drer_1628321,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1546,37,22,0,0,1.0,Reverse
Drer_1726104,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1546,37,21,0,0,1.0,Reverse
Drer_605315,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1547,37,30,0,0,1.0,Reverse
Drer_1608800,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1547,37,22,0,0,1.0,Reverse
Drer_1628320,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1547,37,21,0,0,1.0,Reverse
Drer_1726103,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1547,37,20,0,0,1.0,Reverse
Drer_1816168,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1547,37,29,0,0,1.0,Reverse
Drer_605314,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,29,0,0,1.0,Reverse
Drer_605316,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,29,0,0,1.0,Reverse
Drer_1360717,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,30,0,0,1.0,Reverse
Drer_1628303,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,20,0,0,1.0,Reverse
Drer_1726050,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,19,0,0,1.0,Reverse
Drer_1726102,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,19,0,0,1.0,Reverse
Drer_1726106,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,19,0,0,1.0,Reverse
Drer_1816167,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1548,37,28,0,0,1.0,Reverse
Drer_605313,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,28,0,0,1.0,Reverse
Drer_1093632,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,33,0,0,1.0,Reverse
Drer_1360716,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,29,0,0,1.0,Reverse
Drer_1608782,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,20,0,0,1.0,Reverse
Drer_1608799,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,20,0,0,1.0,Reverse
Drer_1628319,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,19,0,0,1.0,Reverse
Drer_1726049,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,18,0,0,1.0,Reverse
Drer_1726101,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,18,0,0,1.0,Reverse
Drer_1816166,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1549,37,27,0,0,1.0,Reverse
Drer_605312,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,27,0,0,1.0,Reverse
Drer_1093631,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,32,0,0,1.0,Reverse
Drer_1360715,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,28,0,0,1.0,Reverse
Drer_1608798,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,19,0,0,1.0,Reverse
Drer_1628318,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,18,0,0,1.0,Reverse
Drer_1726048,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,17,0,0,1.0,Reverse
Drer_1726100,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,17,0,0,1.0,Reverse
Drer_1816165,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1550,37,26,0,0,1.0,Reverse
Drer_386571,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,32,0,0,1.0,Reverse
Drer_605311,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,26,0,0,1.0,Reverse
Drer_1093630,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,31,0,0,1.0,Reverse
Drer_1360714,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,27,0,0,1.0,Reverse
Drer_1608797,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,18,0,0,1.0,Reverse
Drer_1628317,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,17,0,0,1.0,Reverse
Drer_1726047,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,16,0,0,1.0,Reverse
Drer_1726099,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,16,0,0,1.0,Reverse
Drer_1816164,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,25,0,0,1.0,Reverse
Drer_1849103,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1551,37,23,0,0,1.0,Reverse
Drer_1093629,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1552,37,30,0,0,1.0,Reverse
Drer_1360713,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1552,37,26,0,0,1.0,Reverse
Drer_1608796,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1552,37,17,0,0,1.0,Reverse
Drer_386570,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1553,37,30,0,0,1.0,Reverse
Drer_1093628,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1553,37,29,0,0,1.0,Reverse
Drer_1360712,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1553,37,25,0,0,1.0,Reverse
Drer_1608795,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1553,37,16,0,0,1.0,Reverse
Drer_1636038,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1553,37,33,0,0,1.0,Reverse
Drer_1093627,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1554,37,28,0,0,1.0,Reverse
Drer_1360711,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1554,37,24,0,0,1.0,Reverse
Drer_1757866,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1554,37,31,0,0,1.0,Reverse
Drer_386569,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,28,0,0,1.0,Reverse
Drer_1093626,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,27,0,0,1.0,Reverse
Drer_1360710,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,23,0,0,1.0,Reverse
Drer_1610569,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,32,0,0,1.0,Reverse
Drer_1636037,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,31,0,0,1.0,Reverse
Drer_1757865,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,30,0,0,1.0,Reverse
Drer_1816163,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1555,37,21,0,0,1.0,Reverse
Drer_386568,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1556,37,27,0,0,1.0,Reverse
Drer_605310,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1556,37,21,0,0,1.0,Reverse
Drer_1093625,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1556,37,26,0,0,1.0,Reverse
Drer_1360709,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1556,37,22,0,0,1.0,Reverse
Drer_1636036,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1556,37,30,0,0,1.0,Reverse
Drer_1757864,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1556,37,29,0,0,1.0,Reverse
Drer_386567,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,26,0,0,1.0,Reverse
Drer_605309,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,20,0,0,1.0,Reverse
Drer_1093624,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,25,0,0,1.0,Reverse
Drer_1360708,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,21,0,0,1.0,Reverse
Drer_1636035,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,29,0,0,1.0,Reverse
Drer_1757863,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,28,0,0,1.0,Reverse
Drer_1816162,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1557,37,19,0,0,1.0,Reverse
Drer_386566,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,25,0,0,1.0,Reverse
Drer_1093623,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,24,0,0,1.0,Reverse
Drer_1360707,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,20,0,0,1.0,Reverse
Drer_1610568,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,29,0,0,1.0,Reverse
Drer_1636034,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,28,0,0,1.0,Reverse
Drer_1757862,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,27,0,0,1.0,Reverse
Drer_1816161,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1558,37,18,0,0,1.0,Reverse
Drer_1093622,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1559,37,23,0,0,1.0,Reverse
Drer_1610567,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1559,37,28,0,0,1.0,Reverse
Drer_1636033,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1559,37,27,0,0,1.0,Reverse
Drer_1757861,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1559,37,26,0,0,1.0,Reverse
Drer_386565,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1560,37,23,0,0,1.0,Reverse
Drer_1093621,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1560,37,22,0,0,1.0,Reverse
Drer_1610566,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1560,37,27,0,0,1.0,Reverse
Drer_1636032,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1560,37,26,0,0,1.0,Reverse
Drer_1757860,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1560,37,25,0,0,1.0,Reverse
Drer_386564,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1561,37,22,0,0,1.0,Reverse
Drer_1093620,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1561,37,21,0,0,1.0,Reverse
Drer_1610565,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1561,37,26,0,0,1.0,Reverse
Drer_1636031,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1561,37,25,0,0,1.0,Reverse
Drer_1757859,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1561,37,24,0,0,1.0,Reverse
Drer_1093619,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1562,37,20,0,0,1.0,Reverse
Drer_1610564,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1562,37,25,0,0,1.0,Reverse
Drer_1636030,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1562,37,24,0,0,1.0,Reverse
Drer_1757858,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1562,37,23,0,0,1.0,Reverse
Drer_386563,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,20,0,0,1.0,Reverse
Drer_1093618,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,19,0,0,1.0,Reverse
Drer_1610563,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,24,0,0,1.0,Reverse
Drer_1636029,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,23,0,0,1.0,Reverse
Drer_1722338,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,27,0,0,1.0,Reverse
Drer_1757857,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,22,0,0,1.0,Reverse
Drer_1805634,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1563,37,29,0,0,1.0,Reverse
Drer_386562,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,19,0,0,1.0,Reverse
Drer_874263,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,31,0,0,1.0,Reverse
Drer_1093617,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,18,0,0,1.0,Reverse
Drer_1610562,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,23,0,0,1.0,Reverse
Drer_1636028,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,22,0,0,1.0,Reverse
Drer_1722337,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,26,0,0,1.0,Reverse
Drer_1757856,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,21,0,0,1.0,Reverse
Drer_1805633,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1564,37,28,0,0,1.0,Reverse
Drer_1093616,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,17,0,0,1.0,Reverse
Drer_1458602,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,31,0,0,1.0,Reverse
Drer_1610561,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,22,0,0,1.0,Reverse
Drer_1636027,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,21,0,0,1.0,Reverse
Drer_1722336,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,25,0,0,1.0,Reverse
Drer_1757855,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,20,0,0,1.0,Reverse
Drer_1805632,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1565,37,27,0,0,1.0,Reverse
Drer_1093615,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,16,0,0,1.0,Reverse
Drer_1510901,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,34,0,0,1.0,Reverse
Drer_1610560,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,21,0,0,1.0,Reverse
Drer_1636026,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,20,0,0,1.0,Reverse
Drer_1722335,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,24,0,0,1.0,Reverse
Drer_1757854,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,19,0,0,1.0,Reverse
Drer_1805631,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1566,37,26,0,0,1.0,Reverse
Drer_1458601,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1567,37,29,0,0,1.0,Reverse
Drer_1610559,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1567,37,20,0,0,1.0,Reverse
Drer_1757853,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1567,37,18,0,0,1.0,Reverse
Drer_1610558,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1568,37,19,0,0,1.0,Reverse
Drer_1757852,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1568,37,17,0,0,1.0,Reverse
Drer_1757851,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1569,37,16,0,0,1.0,Reverse
Drer_1636025,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1570,37,16,0,0,1.0,Reverse
Drer_1510900,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1571,37,29,0,0,1.0,Reverse
Drer_1075081,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1572,37,27,0,0,1.0,Reverse
Drer_1075080,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1573,37,26,0,0,1.0,Reverse
Drer_1510899,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1573,37,27,0,0,1.0,Reverse
Drer_1588571,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1573,37,28,0,0,1.0,Reverse
Drer_1805630,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1573,37,19,0,0,1.0,Reverse
Drer_1510898,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1574,37,26,0,0,1.0,Reverse
Drer_1075079,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1575,37,24,0,0,1.0,Reverse
Drer_1510897,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1575,37,25,0,0,1.0,Reverse
Drer_1588570,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1575,37,26,0,0,1.0,Reverse
Drer_1629847,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1575,37,34,0,0,1.0,Reverse
Drer_1510896,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1576,37,24,0,0,1.0,Reverse
Drer_1588569,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1576,37,25,0,0,1.0,Reverse
Drer_1075078,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1578,37,21,0,0,1.0,Reverse
Drer_1458600,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1578,37,18,0,0,1.0,Reverse
Drer_1510895,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1578,37,22,0,0,1.0,Reverse
Drer_1731014,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1578,37,30,0,0,1.0,Reverse
Drer_1510894,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1579,37,21,0,0,1.0,Reverse
Drer_1629846,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1579,37,30,0,0,1.0,Reverse
Drer_1731013,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1579,37,29,0,0,1.0,Reverse
Drer_568238,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1580,37,32,0,0,1.0,Reverse
Drer_1510893,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1580,37,20,0,0,1.0,Reverse
Drer_1588568,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1581,37,20,0,0,1.0,Reverse
Drer_1629845,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1581,37,28,0,0,1.0,Reverse
Drer_1731012,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1581,37,27,0,0,1.0,Reverse
Drer_1629844,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1582,37,27,0,0,1.0,Reverse
Drer_1704582,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1582,37,29,0,0,1.0,Reverse
Drer_1731011,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1582,37,26,0,0,1.0,Reverse
Drer_1347662,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1583,37,30,0,0,1.0,Reverse
Drer_1629843,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1583,37,26,0,0,1.0,Reverse
Drer_568237,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,28,0,0,1.0,Reverse
Drer_1347661,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,29,0,0,1.0,Reverse
Drer_1510892,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,16,0,0,1.0,Reverse
Drer_1629842,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,25,0,0,1.0,Reverse
Drer_1632079,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,36,0,0,1.0,Reverse
Drer_1704581,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,27,0,0,1.0,Reverse
Drer_1731010,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1584,37,24,0,0,1.0,Reverse
Drer_568236,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1585,37,27,0,0,1.0,Reverse
Drer_1347660,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1585,37,28,0,0,1.0,Reverse
Drer_1588567,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1585,37,16,0,0,1.0,Reverse
Drer_1629841,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1585,37,24,0,0,1.0,Reverse
Drer_1704580,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1585,37,26,0,0,1.0,Reverse
Drer_568235,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1586,37,26,0,0,1.0,Reverse
Drer_1347659,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1586,37,27,0,0,1.0,Reverse
Drer_1629840,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1586,37,23,0,0,1.0,Reverse
Drer_1704579,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1586,37,25,0,0,1.0,Reverse
Drer_568234,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1587,37,25,0,0,1.0,Reverse
Drer_1347658,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1587,37,26,0,0,1.0,Reverse
Drer_1629839,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1587,37,22,0,0,1.0,Reverse
Drer_1704578,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1587,37,24,0,0,1.0,Reverse
Drer_1721359,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1587,37,29,0,0,1.0,Reverse
Drer_1731009,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1587,37,21,0,0,1.0,Reverse
Drer_1347657,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1588,37,25,0,0,1.0,Reverse
Drer_1704577,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1588,37,23,0,0,1.0,Reverse
Drer_568233,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1589,37,23,0,0,1.0,Reverse
Drer_1347656,Zebrafish_EnSpm-N49_DR#DNA/CACTA,1589,37,24,0,0,1.0,Reverse
